# resolution_mm=5
# Bone interior particle positions [mm]  (stl=Sawbone.STL, count=3416)
# x_mm,y_mm,z_mm
60.158752,20.119176,15.076292
60.158885,20.119055,20.076352
60.158838,20.119110,25.076236
60.158823,20.119089,30.076296
60.158749,20.119176,35.076335
60.158899,20.119140,40.076291
60.158863,20.119007,45.076282
60.158787,20.119164,50.076298
60.158869,20.119070,55.076310
60.158880,25.119015,5.076287
60.158815,25.119122,10.076284
60.158912,25.119163,15.076365
60.158858,25.119108,20.076211
60.158890,25.119140,25.076286
60.158769,25.119196,30.076253
60.158768,25.119014,35.076345
60.158905,25.119163,40.076207
60.158780,25.119052,45.076366
60.158874,25.119112,50.076177
60.158854,25.119049,55.076186
60.158796,25.119122,60.076340
60.158763,30.119106,10.076257
60.158744,30.119041,15.076227
60.158734,30.119099,20.076347
60.158889,30.119016,25.076304
60.158769,30.119007,30.076192
60.158818,30.119108,35.076312
60.158901,30.119176,40.076201
60.158775,30.119019,45.076349
60.158745,30.119145,50.076322
60.158896,30.119108,55.076300
60.158913,35.119196,10.076344
60.158723,35.119119,15.076187
60.158818,35.119017,20.076328
60.158808,35.119121,25.076197
60.158849,35.119184,30.076302
60.158825,35.119053,35.076313
60.158784,35.119195,40.076318
60.158759,35.119035,45.076320
60.158843,35.119196,50.076284
60.158806,35.119124,55.076272
60.158819,40.119044,20.076308
60.158757,40.119161,25.076301
60.158889,40.119122,30.076184
60.158818,40.119014,35.076323
60.158870,40.119106,40.076338
60.158871,40.119049,45.076186
60.158818,40.119046,50.076245
60.158817,40.119067,55.076221
60.158878,45.119177,25.076202
60.158738,45.119167,30.076301
60.158886,45.119083,35.076290
60.158806,45.119204,40.076202
60.158810,45.119015,45.076366
60.158720,45.119170,50.076257
60.158787,45.119127,55.076213
60.158854,50.119145,25.076209
60.158793,50.119043,30.076282
60.158842,50.119129,35.076294
60.158788,50.119191,40.076273
60.158814,50.119024,45.076201
60.158768,50.119196,50.076308
60.158877,55.119152,30.076329
60.158909,55.119007,35.076351
60.158905,55.119116,40.076294
60.158853,55.119136,45.076298
60.158819,55.119175,50.076210
60.158802,60.119173,30.076311
60.158845,60.119069,35.076193
60.158789,60.119187,40.076180
60.158817,60.119128,45.076269
60.158806,65.119186,30.076253
60.158824,65.119169,35.076282
60.158907,65.119092,40.076227
60.158915,65.119165,45.076264
60.158763,70.119075,30.076206
60.158797,70.119106,35.076173
60.158734,70.119091,40.076365
60.158837,70.119036,45.076200
60.158906,75.119086,30.076354
60.158893,75.119071,35.076174
60.158722,75.119132,40.076338
60.158734,75.119141,45.076257
60.158893,80.119087,30.076240
60.158873,80.119105,35.076310
60.158881,80.119187,40.076196
60.158845,85.119172,30.076284
60.158722,85.119013,35.076215
60.158773,85.119170,40.076349
60.158917,90.119177,30.076292
60.158895,90.119013,35.076171
60.158833,90.119082,40.076242
60.158829,95.119045,30.076311
60.158856,95.119116,35.076227
60.158719,95.119138,40.076311
60.158796,95.119079,45.076330
60.158907,100.119080,30.076232
60.158723,100.119078,35.076185
60.158751,100.119084,40.076345
60.158775,100.119094,45.076200
60.158889,105.119201,30.076254
60.158873,105.119093,35.076338
60.158802,105.119092,40.076246
60.158908,105.119107,45.076305
60.158873,110.119078,30.076302
60.158900,110.119067,35.076239
60.158767,110.119018,40.076209
60.158752,110.119009,45.076171
60.158887,115.119080,30.076242
60.158743,115.119188,35.076172
60.158768,115.119106,40.076235
60.158745,115.119063,45.076262
60.158753,120.119084,30.076216
60.158786,120.119199,35.076341
60.158903,120.119018,40.076367
60.158791,120.119008,45.076360
60.158898,125.119055,30.076337
60.158848,125.119192,35.076193
60.158787,125.119173,40.076183
60.158763,125.119203,45.076274
60.158855,130.119081,30.076300
60.158822,130.119027,35.076269
60.158871,130.119053,40.076337
60.158820,130.119179,45.076195
60.158896,135.119036,30.076291
60.158812,135.119178,35.076185
60.158876,135.119135,40.076341
60.158793,135.119116,45.076198
60.158835,140.119113,30.076208
60.158845,140.119197,35.076350
60.158853,140.119138,40.076342
60.158757,140.119145,45.076284
60.158855,145.119203,30.076224
60.158768,145.119072,35.076307
60.158817,145.119055,40.076176
60.158719,145.119205,45.076176
60.158881,150.119056,30.076184
60.158764,150.119198,35.076180
60.158788,150.119177,40.076173
60.158785,150.119028,45.076341
60.158725,155.119137,30.076232
60.158789,155.119032,35.076271
60.158734,155.119078,40.076188
60.158802,155.119203,45.076183
60.158876,160.119010,30.076237
60.158721,160.119074,35.076213
60.158783,160.119165,40.076203
60.158778,160.119147,45.076247
60.158843,165.119125,30.076333
60.158722,165.119124,35.076236
60.158784,165.119109,40.076357
60.158804,165.119139,45.076226
60.158865,170.119201,30.076226
60.158893,170.119143,35.076235
60.158868,170.119082,40.076179
60.158739,170.119006,45.076295
60.158913,175.119047,30.076202
60.158853,175.119113,35.076259
60.158807,175.119181,40.076280
60.158834,175.119011,45.076332
60.158777,180.119040,25.076254
60.158764,180.119016,30.076334
60.158776,180.119062,35.076233
60.158783,180.119005,40.076342
60.158752,180.119103,45.076245
60.158764,185.119046,25.076270
60.158785,185.119185,30.076367
60.158733,185.119047,35.076330
60.158808,185.119104,40.076366
60.158847,185.119052,45.076257
60.158766,190.119124,25.076269
60.158808,190.119058,30.076350
60.158727,190.119066,35.076289
60.158765,190.119170,40.076278
60.158803,190.119103,45.076285
60.158765,195.119085,25.076195
60.158731,195.119064,30.076223
60.158727,195.119145,35.076278
60.158738,195.119115,40.076325
60.158820,195.119129,45.076213
60.158822,200.119134,25.076367
60.158722,200.119152,30.076339
60.158787,200.119164,35.076245
60.158753,200.119017,40.076306
60.158889,200.119187,45.076298
60.158917,205.119128,25.076214
60.158802,205.119140,30.076300
60.158840,205.119188,35.076283
60.158766,205.119051,40.076190
60.158760,205.119089,45.076195
60.158872,210.119055,25.076204
60.158916,210.119039,30.076190
60.158844,210.119175,35.076299
60.158822,210.119076,40.076179
60.158798,210.119202,45.076225
60.158887,215.119070,25.076283
60.158777,215.119057,30.076200
60.158892,215.119105,35.076202
60.158799,215.119027,40.076247
60.158757,215.119136,45.076315
60.158838,220.119093,25.076230
60.158780,220.119171,30.076355
60.158803,220.119020,35.076304
60.158798,220.119053,40.076169
60.158856,220.119198,45.076301
60.158910,225.119066,25.076236
60.158813,225.119111,30.076205
60.158790,225.119164,35.076256
60.158744,225.119199,40.076268
60.158852,225.119161,45.076172
60.158884,230.119030,25.076305
60.158727,230.119073,30.076329
60.158872,230.119162,35.076184
60.158815,230.119168,40.076191
60.158873,230.119011,45.076317
60.158749,235.119153,25.076219
60.158785,235.119023,30.076189
60.158860,235.119122,35.076227
60.158761,235.119011,40.076230
60.158778,235.119127,45.076324
60.158856,240.119036,25.076204
60.158768,240.119147,30.076279
60.158821,240.119062,35.076360
60.158719,240.119102,40.076300
60.158792,240.119155,45.076307
60.158734,245.119042,25.076351
60.158812,245.119155,30.076268
60.158736,245.119045,35.076243
60.158775,245.119100,40.076192
60.158876,245.119039,45.076274
60.158825,250.119147,25.076328
60.158844,250.119128,30.076230
60.158805,250.119177,35.076214
60.158784,250.119111,40.076326
60.158885,250.119066,45.076320
60.158733,255.119088,25.076364
60.158792,255.119140,30.076268
60.158864,255.119198,35.076275
60.158801,255.119082,40.076179
60.158893,255.119143,45.076190
60.158774,260.119133,25.076192
60.158725,260.119195,30.076240
60.158742,260.119088,35.076307
60.158816,260.119185,40.076306
60.158778,265.119103,25.076244
60.158773,265.119025,30.076275
60.158796,265.119192,35.076223
60.158719,265.119106,40.076328
60.158741,270.119201,25.076319
60.158803,270.119138,30.076246
60.158899,270.119152,35.076251
60.158846,270.119081,40.076294
60.158769,275.119118,25.076267
60.158880,275.119140,30.076210
60.158822,275.119087,35.076228
60.158741,275.119158,40.076349
60.158884,280.119060,25.076291
60.158747,280.119152,30.076257
60.158777,280.119201,35.076292
60.158909,280.119107,40.076221
60.158845,285.119172,25.076214
60.158782,285.119053,30.076346
60.158751,285.119178,35.076319
60.158889,285.119191,40.076284
60.158810,290.119120,25.076311
60.158806,290.119014,30.076274
60.158854,290.119126,35.076275
60.158773,290.119053,40.076344
60.158857,295.119138,25.076209
60.158844,295.119025,30.076323
60.158873,295.119184,35.076290
60.158900,300.119183,25.076306
60.158809,300.119141,30.076341
60.158822,300.119031,35.076198
60.158777,305.119078,25.076172
60.158740,305.119135,30.076252
60.158852,305.119083,35.076240
60.158877,310.119096,25.076215
60.158731,310.119087,30.076214
60.158792,310.119061,35.076284
60.158865,315.119167,25.076259
60.158905,315.119175,30.076210
60.158722,315.119182,35.076283
60.158864,320.119071,25.076260
60.158781,320.119084,30.076276
60.158829,325.119078,25.076212
60.158833,325.119082,30.076318
60.158732,330.119093,25.076318
60.158831,330.119186,30.076328
60.158871,335.119101,25.076204
60.158842,335.119062,30.076354
60.158756,340.119013,25.076275
60.158841,345.119092,25.076288
60.158902,365.119090,20.076203
60.158728,365.119175,25.076194
60.158884,370.119085,15.076258
60.158908,370.119167,20.076214
60.158807,370.119198,25.076213
60.158877,375.119019,10.076355
60.158790,375.119145,15.076228
60.158719,375.119018,20.076321
60.158835,375.119061,25.076243
60.158761,375.119084,30.076336
60.158792,380.119016,10.076361
60.158795,380.119141,15.076351
60.158874,380.119015,20.076256
60.158823,380.119076,25.076208
60.158776,380.119190,30.076269
60.158793,385.119142,10.076208
60.158754,385.119078,15.076276
60.158823,385.119140,20.076304
60.158773,385.119185,25.076336
60.158732,385.119076,30.076177
60.158821,390.119112,15.076326
60.158858,390.119066,20.076355
60.158754,390.119146,25.076183
60.158784,390.119079,30.076183
60.158861,395.119184,15.076298
60.158729,395.119081,20.076329
60.158855,395.119121,25.076276
60.158791,395.119009,30.076349
60.158819,400.119089,20.076322
60.158889,400.119177,25.076234
60.158786,400.119022,30.076233
60.158831,400.119144,35.076194
60.158857,405.119192,20.076339
60.158900,405.119150,25.076299
60.158794,405.119151,30.076295
60.158901,405.119012,35.076326
60.158736,410.119063,20.076278
60.158758,410.119142,25.076182
60.158750,410.119123,30.076313
60.158876,410.119111,35.076267
60.158744,415.119089,20.076228
60.158909,415.119169,25.076240
60.158871,415.119053,30.076306
60.158814,415.119018,35.076305
60.158764,420.119182,20.076235
60.158918,420.119202,25.076331
60.158799,420.119086,30.076326
60.158823,420.119110,35.076344
60.158899,420.119135,40.076244
60.158773,425.119064,20.076184
60.158779,425.119050,25.076324
60.158806,425.119090,30.076185
60.158768,425.119164,35.076308
60.158861,425.119109,40.076266
60.158747,430.119174,25.076358
60.158725,430.119063,30.076349
60.158876,430.119195,35.076290
60.158775,430.119030,40.076297
60.158749,435.119005,30.076279
60.158882,435.119107,35.076351
60.158912,435.119204,40.076267
60.158843,440.119026,35.076207
65.158883,5.119110,15.076312
65.158796,5.119016,20.076308
65.158746,5.119201,25.076264
65.158892,5.119044,30.076190
65.158748,5.119062,35.076234
65.158805,5.119017,40.076298
65.158773,10.119014,10.076170
65.158770,10.119179,15.076268
65.158911,10.119146,20.076309
65.158792,10.119143,25.076235
65.158777,10.119090,30.076315
65.158815,10.119145,35.076280
65.158844,10.119050,40.076239
65.158779,10.119046,45.076240
65.158788,15.119203,5.076205
65.158856,15.119111,10.076240
65.158751,15.119189,15.076192
65.158730,15.119006,20.076210
65.158769,15.119150,25.076295
65.158855,15.119134,30.076172
65.158882,15.119176,35.076187
65.158907,15.119121,40.076230
65.158835,15.119186,45.076213
65.158865,15.119025,50.076249
65.158822,20.119045,5.076328
65.158720,20.119074,10.076184
65.158764,20.119054,15.076175
65.158813,20.119175,20.076245
65.158849,20.119148,25.076193
65.158840,20.119078,30.076237
65.158821,20.119097,35.076226
65.158903,20.119068,40.076255
65.158745,20.119039,45.076274
65.158855,20.119176,50.076342
65.158761,25.119120,5.076231
65.158753,25.119181,10.076257
65.158775,25.119186,15.076245
65.158752,25.119054,20.076220
65.158893,25.119089,25.076250
65.158784,25.119023,30.076331
65.158896,25.119141,35.076347
65.158792,25.119171,40.076196
65.158784,25.119074,45.076314
65.158740,25.119141,50.076188
65.158761,30.119134,10.076361
65.158918,30.119155,15.076359
65.158875,30.119169,20.076330
65.158860,30.119131,25.076189
65.158826,30.119112,30.076190
65.158805,30.119158,35.076225
65.158865,30.119195,40.076291
65.158749,30.119034,45.076354
65.158745,30.119168,50.076208
65.158806,30.119134,55.076252
65.158832,35.119116,15.076283
65.158893,35.119098,20.076292
65.158739,35.119029,25.076201
65.158768,35.119041,30.076225
65.158794,35.119131,35.076206
65.158902,35.119020,40.076324
65.158806,35.119048,45.076280
65.158856,35.119170,50.076222
65.158832,40.119012,20.076187
65.158910,40.119105,25.076356
65.158847,40.119102,30.076302
65.158900,40.119159,35.076207
65.158812,40.119141,40.076191
65.158751,40.119091,45.076274
65.158896,40.119175,50.076277
65.158800,45.119072,25.076254
65.158783,45.119034,30.076190
65.158859,45.119163,35.076244
65.158749,45.119144,40.076173
65.158825,45.119023,45.076171
65.158746,50.119149,30.076296
65.158754,50.119035,35.076169
65.158728,135.119093,35.076188
65.158780,140.119101,35.076358
65.158725,140.119148,40.076260
65.158899,145.119110,35.076317
65.158752,145.119024,40.076199
65.158719,150.119036,35.076327
65.158837,150.119161,40.076326
65.158722,155.119127,35.076209
65.158915,155.119124,40.076177
65.158903,160.119025,35.076301
65.158890,160.119083,40.076278
65.158744,165.119177,35.076237
65.158751,165.119104,40.076215
65.158858,165.119197,45.076282
65.158847,170.119171,30.076322
65.158888,170.119191,35.076366
65.158789,170.119048,40.076240
65.158898,170.119118,45.076218
65.158877,175.119024,30.076194
65.158843,175.119032,35.076368
65.158816,175.119196,40.076192
65.158785,175.119142,45.076288
65.158750,180.119192,30.076301
65.158850,180.119166,35.076213
65.158767,180.119066,40.076314
65.158854,180.119086,45.076212
65.158900,185.119100,30.076215
65.158798,185.119138,35.076329
65.158862,185.119016,40.076335
65.158882,185.119203,45.076254
65.158796,190.119130,30.076294
65.158883,190.119172,35.076220
65.158799,190.119006,40.076169
65.158866,190.119060,45.076175
65.158744,195.119180,30.076187
65.158905,195.119168,35.076267
65.158746,195.119203,40.076338
65.158748,195.119166,45.076184
65.158733,200.119089,30.076176
65.158807,200.119042,35.076323
65.158851,200.119015,40.076206
65.158849,200.119036,45.076366
65.158871,205.119052,30.076274
65.158918,205.119062,35.076289
65.158837,205.119022,40.076220
65.158759,205.119032,45.076188
65.158767,210.119042,30.076208
65.158764,210.119057,35.076204
65.158749,210.119082,40.076244
65.158874,210.119085,45.076273
65.158743,215.119091,25.076214
65.158751,215.119076,30.076328
65.158815,215.119114,35.076227
65.158803,215.119105,40.076232
65.158894,215.119175,45.076228
65.158773,220.119040,25.076199
65.158845,220.119151,30.076310
65.158744,220.119042,35.076202
65.158905,220.119125,40.076350
65.158738,220.119196,45.076328
65.158767,225.119086,25.076346
65.158884,225.119043,30.076171
65.158825,225.119104,35.076313
65.158740,225.119103,40.076227
65.158899,225.119171,45.076292
65.158728,230.119075,25.076299
65.158740,230.119104,30.076270
65.158775,230.119015,35.076348
65.158775,230.119009,40.076212
65.158833,230.119084,45.076322
65.158749,235.119031,25.076317
65.158833,235.119131,30.076229
65.158838,235.119073,35.076363
65.158807,235.119148,40.076217
65.158769,235.119055,45.076308
65.158913,240.119024,25.076195
65.158780,240.119174,30.076352
65.158737,240.119085,35.076324
65.158740,240.119167,40.076240
65.158821,240.119151,45.076352
65.158830,245.119039,25.076347
65.158908,245.119044,30.076293
65.158724,245.119190,35.076348
65.158721,245.119022,40.076188
65.158808,245.119165,45.076346
65.158907,250.119110,25.076287
65.158873,250.119099,30.076284
65.158755,250.119020,35.076282
65.158752,250.119020,40.076204
65.158805,250.119156,45.076362
65.158795,255.119099,25.076240
65.158738,255.119163,30.076241
65.158784,255.119069,35.076218
65.158894,255.119056,40.076329
65.158719,255.119193,45.076244
65.158841,260.119135,25.076362
65.158818,260.119066,30.076357
65.158782,260.119057,35.076248
65.158774,260.119119,40.076192
65.158860,260.119058,45.076345
65.158820,265.119113,25.076247
65.158796,265.119031,30.076224
65.158847,265.119074,35.076169
65.158829,265.119195,40.076218
65.158895,265.119062,45.076275
65.158728,270.119055,25.076251
65.158870,270.119102,30.076175
65.158876,270.119078,35.076230
65.158852,270.119091,40.076217
65.158774,270.119198,45.076347
65.158864,275.119071,20.076194
65.158890,275.119184,25.076231
65.158851,275.119130,30.076307
65.158893,275.119056,35.076291
65.158787,275.119149,40.076355
65.158906,275.119082,45.076257
65.158870,280.119185,20.076345
65.158917,280.119191,25.076192
65.158772,280.119048,30.076250
65.158838,280.119089,35.076239
65.158898,280.119075,40.076188
65.158804,285.119021,20.076317
65.158883,285.119185,25.076296
65.158869,285.119188,30.076323
65.158876,285.119074,35.076276
65.158886,285.119105,40.076345
65.158778,290.119199,20.076254
65.158724,290.119039,25.076319
65.158770,290.119186,30.076338
65.158746,290.119166,35.076181
65.158807,290.119137,40.076359
65.158851,295.119057,20.076342
65.158844,295.119167,25.076213
65.158854,295.119088,30.076323
65.158893,295.119204,35.076293
65.158918,295.119023,40.076289
65.158805,300.119067,20.076240
65.158807,300.119093,25.076267
65.158747,300.119040,30.076309
65.158802,300.119101,35.076275
65.158839,300.119161,40.076251
65.158917,305.119151,20.076260
65.158770,305.119152,25.076227
65.158741,305.119135,30.076249
65.158826,305.119054,35.076232
65.158862,305.119014,40.076198
65.158903,310.119182,20.076275
65.158777,310.119112,25.076344
65.158821,310.119189,30.076260
65.158904,310.119184,35.076224
65.158790,310.119053,40.076286
65.158723,315.119012,20.076174
65.158833,315.119167,25.076242
65.158880,315.119030,30.076280
65.158886,315.119137,35.076218
65.158744,315.119059,40.076303
65.158870,320.119044,20.076334
65.158844,320.119057,25.076195
65.158816,320.119073,30.076210
65.158847,320.119059,35.076334
65.158851,325.119067,20.076207
65.158812,325.119108,25.076275
65.158728,325.119201,30.076300
65.158835,325.119139,35.076244
65.158856,330.119046,20.076249
65.158888,330.119121,25.076356
65.158870,330.119016,30.076239
65.158807,330.119169,35.076356
65.158738,335.119156,20.076252
65.158815,335.119195,25.076264
65.158904,335.119007,30.076221
65.158914,335.119185,35.076171
65.158728,340.119021,20.076355
65.158912,340.119008,25.076238
65.158742,340.119021,30.076287
65.158750,340.119101,35.076193
65.158846,345.119044,20.076367
65.158743,345.119047,25.076180
65.158895,345.119075,30.076350
65.158734,345.119083,35.076269
65.158722,350.119085,20.076263
65.158816,350.119029,25.076210
65.158737,350.119137,30.076194
65.158911,355.119160,15.076314
65.158909,355.119162,20.076196
65.158718,355.119081,25.076354
65.158861,355.119102,30.076222
65.158846,360.119195,15.076247
65.158834,360.119035,20.076302
65.158754,360.119101,25.076201
65.158825,360.119015,30.076246
65.158734,365.119181,15.076246
65.158912,365.119134,20.076216
65.158907,365.119077,25.076332
65.158912,365.119182,30.076335
65.158741,370.119152,10.076282
65.158835,370.119055,15.076205
65.158899,370.119008,20.076262
65.158870,370.119007,25.076188
65.158836,370.119118,30.076193
65.158801,375.119133,10.076186
65.158787,375.119122,15.076240
65.158879,375.119185,20.076234
65.158743,375.119108,25.076327
65.158871,375.119191,30.076313
65.158866,380.119177,5.076293
65.158891,380.119050,10.076282
65.158858,380.119025,15.076349
65.158748,380.119081,20.076241
65.158733,380.119064,25.076233
65.158840,380.119125,30.076349
65.158888,385.119196,10.076351
65.158883,385.119154,15.076234
65.158831,385.119190,20.076242
65.158911,385.119047,25.076263
65.158889,385.119171,30.076237
65.158746,385.119041,35.076177
65.158811,390.119038,10.076335
65.158857,390.119177,15.076207
65.158895,390.119124,20.076256
65.158835,390.119006,25.076213
65.158900,390.119171,30.076244
65.158780,390.119034,35.076280
65.158899,395.119155,15.076204
65.158916,395.119134,20.076173
65.158793,395.119069,25.076353
65.158747,395.119154,30.076223
65.158785,395.119153,35.076170
65.158765,400.119193,15.076331
65.158762,400.119129,20.076335
65.158813,400.119107,25.076255
65.158759,400.119179,30.076218
65.158885,400.119082,35.076296
65.158838,405.119132,20.076217
65.158755,405.119168,25.076212
65.158747,405.119035,30.076349
65.158861,405.119045,35.076211
65.158896,410.119121,20.076335
65.158855,410.119124,25.076342
65.158843,410.119147,30.076216
65.158869,410.119173,35.076257
65.158917,415.119047,20.076233
65.158761,415.119041,25.076363
65.158856,415.119185,30.076317
65.158815,415.119030,35.076184
65.158861,420.119121,20.076251
65.158743,420.119022,25.076234
65.158911,420.119161,30.076265
65.158893,420.119068,35.076293
65.158862,420.119122,40.076361
65.158745,425.119157,25.076190
65.158899,425.119058,30.076270
65.158794,425.119095,35.076318
65.158883,425.119086,40.076329
65.158878,430.119141,35.076368
70.158824,5.119005,15.076173
70.158916,5.119031,20.076267
70.158867,5.119025,25.076262
70.158879,5.119165,30.076210
70.158893,10.119023,10.076200
70.158757,10.119051,15.076201
70.158743,10.119201,20.076242
70.158789,10.119174,25.076258
70.158887,10.119141,30.076364
70.158803,10.119049,35.076175
70.158844,15.119204,10.076310
70.158857,15.119071,15.076232
70.158780,15.119199,20.076312
70.158832,15.119174,25.076202
70.158867,15.119194,30.076269
70.158908,15.119173,35.076214
70.158782,15.119046,40.076287
70.158772,20.119097,10.076211
70.158852,20.119185,15.076253
70.158752,20.119083,20.076233
70.158761,20.119192,25.076233
70.158746,20.119035,30.076309
70.158731,20.119061,35.076215
70.158839,20.119163,40.076306
70.158887,25.119188,10.076306
70.158781,25.119008,15.076242
70.158761,25.119011,20.076238
70.158909,25.119019,25.076244
70.158792,25.119153,30.076265
70.158805,25.119181,35.076267
70.158899,25.119178,40.076321
70.158731,30.119043,10.076193
70.158909,30.119067,15.076172
70.158904,30.119030,20.076180
70.158842,30.119066,25.076260
70.158718,30.119196,30.076225
70.158910,30.119010,35.076249
70.158915,30.119182,40.076252
70.158857,35.119017,20.076260
70.158835,35.119039,25.076238
70.158882,35.119062,30.076201
70.158836,35.119184,35.076351
70.158760,35.119007,40.076197
70.158907,190.119049,40.076267
70.158855,195.119173,35.076310
70.158885,195.119044,40.076343
70.158778,200.119014,35.076259
70.158784,200.119069,40.076244
70.158728,205.119119,35.076231
70.158767,205.119178,40.076327
70.158801,210.119100,35.076252
70.158889,210.119049,40.076226
70.158745,215.119152,30.076361
70.158899,215.119171,35.076307
70.158778,215.119043,40.076193
70.158744,215.119052,45.076358
70.158727,220.119045,30.076311
70.158774,220.119184,35.076315
70.158733,220.119037,40.076300
70.158910,220.119027,45.076257
70.158892,225.119144,30.076339
70.158736,225.119043,35.076337
70.158851,225.119044,40.076189
70.158739,225.119177,45.076293
70.158812,230.119080,30.076188
70.158824,230.119095,35.076353
70.158897,230.119059,40.076273
70.158772,230.119044,45.076196
70.158837,235.119048,30.076248
70.158745,235.119139,35.076209
70.158823,235.119011,40.076308
70.158804,235.119065,45.076312
70.158743,240.119051,25.076335
70.158850,240.119026,30.076212
70.158826,240.119056,35.076269
70.158898,240.119122,40.076171
70.158820,240.119042,45.076236
70.158806,245.119047,25.076332
70.158750,245.119200,30.076192
70.158913,245.119170,35.076236
70.158746,245.119008,40.076249
70.158756,245.119187,45.076270
70.158913,250.119063,25.076243
70.158918,250.119190,30.076358
70.158760,250.119188,35.076323
70.158746,250.119192,40.076308
70.158751,250.119131,45.076309
70.158835,255.119026,25.076182
70.158915,255.119167,30.076180
70.158782,255.119051,35.076204
70.158900,255.119012,40.076222
70.158884,255.119112,45.076312
70.158753,260.119027,25.076334
70.158773,260.119171,30.076181
70.158857,260.119205,35.076331
70.158827,260.119151,40.076355
70.158755,260.119188,45.076221
70.158790,265.119019,25.076217
70.158766,265.119046,30.076247
70.158896,265.119029,35.076334
70.158719,265.119078,40.076304
70.158721,265.119154,45.076187
70.158755,270.119162,25.076343
70.158772,270.119117,30.076291
70.158812,270.119069,35.076191
70.158819,270.119084,40.076325
70.158814,270.119157,45.076200
70.158800,275.119188,20.076283
70.158771,275.119168,25.076184
70.158810,275.119198,30.076250
70.158793,275.119041,35.076238
70.158888,275.119100,40.076338
70.158846,275.119180,45.076202
70.158750,280.119060,20.076273
70.158775,280.119088,25.076230
70.158779,280.119192,30.076328
70.158723,280.119199,35.076271
70.158910,280.119198,40.076339
70.158864,285.119017,20.076281
70.158797,285.119187,25.076217
70.158853,285.119046,30.076173
70.158809,285.119055,35.076355
70.158851,285.119113,40.076342
70.158812,290.119138,20.076285
70.158829,290.119185,25.076227
70.158867,290.119079,30.076305
70.158829,290.119175,35.076189
70.158747,290.119034,40.076337
70.158883,295.119178,20.076311
70.158833,295.119067,25.076231
70.158738,295.119131,30.076324
70.158767,295.119165,35.076219
70.158792,295.119036,40.076189
70.158908,300.119113,20.076358
70.158914,300.119164,25.076211
70.158838,300.119202,30.076275
70.158890,300.119143,35.076247
70.158917,300.119071,40.076292
70.158847,305.119041,20.076366
70.158879,305.119073,25.076308
70.158719,305.119020,30.076202
70.158878,305.119159,35.076349
70.158743,305.119184,40.076266
70.158755,310.119203,20.076340
70.158824,310.119170,25.076324
70.158754,310.119197,30.076254
70.158747,310.119076,35.076351
70.158752,310.119124,40.076229
70.158757,315.119133,20.076188
70.158851,315.119027,25.076343
70.158889,315.119121,30.076251
70.158767,315.119096,35.076314
70.158746,315.119146,40.076188
70.158810,320.119084,20.076298
70.158831,320.119052,25.076193
70.158797,320.119060,30.076200
70.158847,320.119088,35.076263
70.158777,320.119160,40.076270
70.158890,325.119155,20.076232
70.158759,325.119153,25.076179
70.158876,325.119108,30.076205
70.158773,325.119166,35.076325
70.158895,325.119070,40.076350
70.158799,330.119144,15.076281
70.158807,330.119024,20.076286
70.158721,330.119059,25.076207
70.158824,330.119177,30.076285
70.158773,330.119158,35.076263
70.158729,330.119101,40.076251
70.158765,335.119020,15.076208
70.158914,335.119083,20.076236
70.158895,335.119090,25.076349
70.158843,335.119040,30.076367
70.158808,335.119205,35.076367
70.158769,340.119116,15.076358
70.158759,340.119165,20.076281
70.158850,340.119103,25.076351
70.158732,340.119071,30.076271
70.158891,340.119048,35.076336
70.158769,345.119149,15.076173
70.158883,345.119053,20.076238
70.158829,345.119134,25.076248
70.158825,345.119099,30.076355
70.158888,345.119087,35.076310
70.158867,350.119018,15.076303
70.158751,350.119021,20.076316
70.158782,350.119135,25.076347
70.158742,350.119200,30.076350
70.158911,350.119039,35.076277
70.158781,355.119100,15.076264
70.158823,355.119044,20.076355
70.158886,355.119140,25.076242
70.158752,355.119035,30.076178
70.158765,355.119180,35.076320
70.158862,360.119114,15.076282
70.158802,360.119184,20.076356
70.158745,360.119052,25.076222
70.158916,360.119063,30.076273
70.158790,360.119116,35.076251
70.158723,365.119040,10.076200
70.158854,365.119043,15.076331
70.158866,365.119114,20.076209
70.158726,365.119108,25.076292
70.158832,365.119135,30.076318
70.158766,365.119098,35.076186
70.158892,370.119167,10.076330
70.158862,370.119103,15.076301
70.158743,370.119080,20.076300
70.158904,370.119050,25.076272
70.158767,370.119170,30.076246
70.158776,370.119123,35.076282
70.158724,375.119198,10.076320
70.158869,375.119032,15.076210
70.158721,375.119049,20.076339
70.158831,375.119021,25.076255
70.158870,375.119115,30.076315
70.158735,375.119181,35.076324
70.158873,380.119204,10.076182
70.158731,380.119191,15.076234
70.158898,380.119166,20.076289
70.158768,380.119063,25.076188
70.158743,380.119169,30.076290
70.158884,380.119180,35.076363
70.158807,385.119171,10.076366
70.158856,385.119133,15.076241
70.158890,385.119030,20.076356
70.158813,385.119062,25.076205
70.158887,385.119080,30.076361
70.158724,385.119126,35.076208
70.158765,390.119038,10.076294
70.158833,390.119068,15.076238
70.158856,390.119061,20.076269
70.158782,390.119157,25.076344
70.158895,390.119106,30.076285
70.158841,390.119049,35.076330
70.158912,395.119073,10.076237
70.158885,395.119075,15.076191
70.158731,395.119033,20.076243
70.158788,395.119193,25.076183
70.158818,395.119104,30.076288
70.158890,395.119149,35.076225
70.158885,400.119094,15.076359
70.158729,400.119190,20.076225
